doctor_id,full_name,specialization,department_id,hospital_id,phone_no,record_start,record_end
D00538, Dr. Zahaar Waahid ,Orthopedics_,DEP04,H05,001-652-301-4812x4887,2023-04-01,
D00539,Dr. T@j@mm@l Gardner,pediatrics,DEP08,H05,946-629-2333,2023-06-22,2024-06-08
D00540,Dr. Rebecca Bashaarat,cardiology,DEP07,H02,,2023-04-01,
D00541,"Dr. Dakhil, Umair",Orthopedics,DEP06,H02,524.464.4786x1558,2023-02-21,
D00542,Dr. Gh@ff@@r LUQMAN,Neurology,DEP09,H05,(454)738-8258,2023-01-03,
D00543,Dr. Judith Daniel,Pediatrics,DEP10,H03,817-678-2431x4769,2023-02-16,2024-01-13
D00544, Dr. Sean Iftikh@@r ,neurology,DEP08,H01,+1-534-718-2194X887,2023-05-09,2024-01-07
D00545,"Dr. qaadir, Fisher",Pediatrics,DEP05,H02,(383)591-9336x52612,2023-01-30,
D00546,dr. janet booker,Pediatrics,DEP03,H04,+1-489-302-9158x820,2023-05-13,2024-02-13
D00547,Dr. Yafi ayamin,Cardiology,DEP05,H03,+1-794-941-0189x197,2023-05-21,2023-12-03
D00548,"Dr.  Zafar  Kasam,",Cardiology,DEP02,H01,+1-266-238-3357,2023-04-19,2024-01-11
D00549,Dr. IJLI R@bb@ni,oncology,DEP04,H01,779-818-7732,2023-02-04,2023-11-27
D00550,dr. david coleman,Oncology,DEP02,H02, +1-200-233-2145x2389 ,2023-01-22,2023-12-26
D00551,Dr. MEGAN  Lewis,Oncology,DEP05,H03,001-444-552-8949,2023-04-30,2024-01-21
D00552,Dr. Aaban collins,Orthopedics,DEP03,H02,+1-789-273-5251,2023-05-05,
D00553,Dr. suzanne Latif,Orthopedics,DEP07,H03,+1-970-996-8811,2023-05-21,2024-03-18
D00554,dr. a@mil beck,Cardiology,DEP09,H03,001-566-909-8536,2023-04-16,
D00555,Dr. Brian Foley, Oncology ,DEP03,H03, (942)444-1603 ,2023-02-08,2023-09-15
D00556,Dr. Raatib Latif,Oncology,DEP09,H05,814-765-5763X13512,2023-04-25,
D00557,Dr. Layth talib,ONCOLOGY,DEP08,H03,001-814-205-3579x30421,2023-02-27,
D00558,Dr. tabassum Morgan,Cardiology,DEP08,H05,423-508-5096x7051,2023-06-18,
D00559,Dr. r@chel Vasquez,ENT,DEP06,H01,629.234.2963,2023-03-14,
D00560,Dr. Gail aarif,ent,DEP07,H02,(786)560-9623X998,2023-04-03,
D00561,Dr. M@tthew Gregory,ENT,DEP09,H01,(610)887-1473x263,2023-03-29,
D00562,"Dr. James Garcia,",Pediatrics,DEP08,H05,561.470.1826,2023-04-16,2024-03-01
D00563,Dr.  richard  naeem,orthopedics,DEP01,H03,001-903-862-8561,2023-06-08,
D00564,Dr. S@r@h Nguyen,ORTHOPEDICS,DEP09,H01,(482)425-6117,2023-03-31,2024-03-12
D00565,Dr. Rafee MAHMOUD,Neurology,DEP05,H02,001-678-701-3540x7044,2023-03-12,2023-09-15
D00566,Dr. meredith snyder,Neurology,DEP03,H04,+1-228-929-1670x982,2023-04-22,2024-04-21
D00567,Dr. Raamiz Lucas,Pediatrics,DEP06,H02,,2023-01-14,2023-10-22
D00568, Dr. Jameel R@@shid_ -," orthopedics ,",DEP08,H05,(511)732-9052,2023-01-20,2023-11-04
D00569,Dr. tamanna Saabir, Oncology ,DEP05,H02,436-242-6198x02675,2023-06-14,2024-01-06
D00570,dr. saahir lewis,Oncology,DEP01,H04,687.546.3563x9156,2023-06-22,2024-02-22
D00571,Dr. wahhaab Kamran-, Cardiology ,DEP03,H01,001-816-327-4362X012,2023-01-07,
D00572,Dr. Michael carr,Pediatrics,DEP03,H03,523.348.8203x77236,2023-03-01,
D00573,Dr. WADEE_ Powell_,"cardiology,",DEP09,H02,001-341-660-2054x354,2023-01-03,
D00574,Dr. Kashif Zarar,ent,DEP03,H02,+1-203-901-1767x226,2023-03-26,
D00575,Dr. Nabih Najeeb,Pediatrics,DEP02,H02, 310-499-0090 ,2023-06-08,2023-12-14
D00576,"Dr. aazim hansen,",Pediatrics,DEP07,H04,001-942-552-0643x4026,2023-03-23,2023-12-18
D00577,Dr. jalaal Rogers, neurology ,DEP07,H03,990-434-7065X53835,2023-01-16,2024-01-09
D00578,DR. RACHEL THOMAS, Orthopedics ,DEP05,H02,391.550.1675,2023-05-06,
D00579,"dr.  nabhan ,  man", ENT .,DEP02,H01,7389740985,2023-06-14,2024-02-19
D00580,Dr.  Andrew  Jalaal, neurology ,DEP07,H01,(317)529-7574x3511,2023-02-19,
D00581,Dr. Taimur  Ayala,Oncology,DEP06,H05,001-952-722-4660,2023-02-08,
D00582,Dr.  Patricia  Martin,Neurology,DEP09,H05,3765154683,2023-01-21,2023-10-20
D00583,Dr. BIZHAN Payne, Cardiology ,DEP02,H01,(207)534-6406,2023-01-20,
D00584,Dr. john saabir,Cardiology,DEP06,H05,,2023-02-10,2023-11-20
D00585, Dr. ghaalib Watson ,ENT,DEP01,H05,557-333-9138x42112,2023-06-30,2024-05-27
D00586,Dr. Jonathan Nabih,NEUROLOGY,DEP02,H01, 706-787-2725x261 ,2023-04-27,2024-02-22
D00587,Dr. Radi Ihab,Neurology,DEP08,H05,721.716.5515x9584,2023-02-25,2024-01-29
D00588,Dr.  P@mel@  OCHOA,Oncology,DEP03,H01,(397)945-6552,2023-02-05,2024-01-09
D00589,Dr. John Wafeeq_-,ENT,DEP04,H01,(211)991-5891,2023-04-05,2023-10-24
D00590,DR. NAFESA FIDVI-, Orthopedics ,DEP07,H01,+1-405-957-5914x0409,2023-01-29,2024-01-05
D00591, Dr. KAMAL Graham ,ENT,DEP03,H03,550-666-5846x90203,2023-03-23,
D00592, dr. kaashif ilan ,ENT,DEP04,H05,001-885-715-2559x171,2023-02-15,2023-12-28
D00593,Dr. Carla  Gulshan, Cardiology ,DEP03,H05,393-627-9857,2023-04-20,
D00594,Dr. Patrick M@rtinez,ENT,DEP02,H01,399.297.9470x164,2023-06-07,2023-12-26
D00595,Dr.  rafan  Cohen,Pediatrics-,DEP02,H05,(557)409-5452x86189,2023-05-27,2024-01-01
D00596, Dr. Tafazal Aadil ,pediatrics-,DEP01,H05,001-930-399-0112.,2023-03-11,2023-12-16
D00597,Dr. UBAADAH Dalton,Cardiology,DEP08,H03,4747405532,2023-03-27,2024-03-17
D00598,Dr. H@nn@h A@mir,ENT,DEP07,H03,3702088621,2023-06-03,
D00599,Dr. Aamirah Montes,ENT,DEP09,H04,001-858-957-1015X83163,2023-02-21,
D00600,"dr. michael serrano,",Neurology,DEP07,H02,619.732.7824x82354,2023-06-09,2024-03-20
D00601,Dr. DEREK Austin,Neurology,DEP10,H04,556-632-1173x40810,2023-05-03,2024-03-05
D00602,Dr. Lori  scott,Cardiology,DEP08,H01,,2023-06-04,2024-04-18
D00603,Dr. Mahfuj  brady,Pediatrics,DEP03,H02,5327088071,2023-04-10,
D00604,Dr. Yergha Darain.,ENT,DEP03,H04,385-514-2457x85514,2023-02-01,2023-08-14
D00605,Dr. Qutaybah Marks, Oncology ,DEP03,H01,+1-860-889-3397x7547,2023-02-13,2023-12-25
D00606,Dr. Ghanem Q@im_,orthopedics,DEP06,H02,+1-667-640-7538X5389,2023-05-15,
D00607,Dr.  J@f@r  Williamson,neurology,DEP02,H03,(687)386-8583,2023-04-08,2024-03-20
D00608, Dr. Emma Tahir ,Oncology,DEP08,H02,+1-806-454-6813x3003,2023-05-22,2024-02-05
D00609,Dr. Tina UBADAH,ORTHOPEDICS,DEP03,H05,(948)642-6039x11570,2023-02-10,2023-08-25
D00610,dr. dabbah baasit,Orthopedics_,DEP09,H03,+1-589-834-2313,2023-01-27,
D00611,Dr. Gh@z@nfer kerr,Pediatrics_,DEP02,H05,001-693-898-5703,2023-03-18,
D00612,Dr. Kenneth Williams,Neurology,DEP09,H04,4724494375,2023-02-28,2024-01-03
D00613,dr. angela_ ross,Neurology,DEP10,H02,793.734.9032,2023-06-14,2024-05-22
D00614,DR. STACY TAHAW-WUR,Oncology,DEP04,H01,+1-730-500-0789x5088,2023-01-26,2023-11-09
D00615,DR. AUSTIN DAMURAH,Cardiology,DEP02,H03,(325)584-9484,2023-06-30,2024-01-27
D00616,Dr. Umair Quadir,Pediatrics,DEP04,H02, 779.298.9153x1881 ,2023-06-29,2024-06-21
D00617,DR. AYSAR ALLEN,Cardiology-,DEP06,H04,2715973324,2023-01-11,2023-12-10
D00618,Dr. Awamil Lin,Orthopedics,DEP07,H02,303-400-0809,2023-06-05,
D00619,dr. s@r@ ubaidah,Oncology,DEP08,H05,9709404659,2023-04-08,
D00620,Dr. Francisco KARAAMAT,Orthopedics,DEP05,H02,001-425-647-8749x5960,2023-05-30,2024-04-11
D00621,Dr. z@@kir A@bid, Neurology ,DEP10,H04,(452)370-5225x6945,2023-05-31,
D00622,dr. jennifer k@leem@,C@rdi0l0gy,DEP06,H03,830.531.3075x422,2023-05-03,
D00623,DR. RICKY SAAD,cardiology,DEP08,H03,(536)973-7212,2023-01-31,
D00624,Dr. Esh@n jaabir,Cardiology,DEP08,H02,001-849-703-8284x922,2023-01-23,2023-08-25
D00625,Dr. awani Kabeer,Cardiology_,DEP08,H04,001-538-806-6569x2599,2023-04-10,
D00626,Dr.  Jaffer  labeeb,Cardiology,DEP06,H03,001-614-459-3334,2023-01-12,
D00627,DR. Q@DEER ZAAHIR,orthopedics,DEP07,H04, 9892039126 ,2023-02-16,
D00628,"Dr. susan Smith,",cardiology,DEP05,H03,349-520-3536,2023-06-19,2024-06-03
D00629,dr. nicole j@l@@l,ORTHOPEDICS-,DEP04,H03,001-357-312-3716x085,2023-03-29,
D00630,Dr.  troy  diaz,Neurology,DEP07,H04,(859)827-9889x41187.,2023-06-18,2024-01-15
D00631, Dr. Valerie  Taanish _ ,ENT,DEP09,H03,001-415-569-4064,2023-02-08,
D00632,Dr. Ubay Davis,oncology,DEP03,H03, 711-425-1622 ,2023-02-06,
D00633,Dr. Zarar Saajid,Pediatrics,DEP04,H03,(589)388-1929x347,2023-06-08,2024-03-20
D00634,Dr. Scott booker, Neurology ,DEP04,H03,763-446-9997X938,2023-03-08,
D00635,dr. jennifer woods,Pediatrics,DEP06,H03,378-803-4688x22909,2023-05-20,
D00636, Dr. Madiyan Jabir ,Cardiology,DEP01,H04,384.822.4289x260,2023-02-26,
D00637,dr. damurah najam,ENT,DEP01,H02, (522)285-5235x7919 ,2023-04-11,
D00638,Dr. Joseph Iftikhaar,pediatrics,DEP09,H02, 856.423.1142x886 ,2023-02-22,2023-09-12
D00639, dr. batool  rabiah ,ENT,DEP03,H04,(301)425-0467X76363-,2023-04-19,2024-03-19
D00640,Dr. Jeffrey ayamin,ENT,DEP01,H04,262-350-0289x9384,2023-02-14,
D00641,Dr. NABEEL Baasit_, oncology ,DEP09,H01,,2023-05-10,2024-03-25
D00642,dr. kimberly zahur,PEDIATRICS,DEP05,H01,+1-251-310-4160,2023-02-24,2023-08-28
D00643,Dr. MAMUN Wang, Oncology ,DEP02,H04,+1-271-803-9661x729,2023-02-20,
D00644,dr. edw@rd m0ren0,Neurology,DEP03,H03, (284)329-2389x98806 ,2023-02-05,
D00645,dr. kamal mullins,Cardiology,DEP08,H05,001-389-323-2748x1328,2023-04-07,2023-11-02
D00646,Dr. Molly smith,ONCOLOGY,DEP10,H05,001-996-435-1760x8305,2023-04-17,
D00647,Dr. Zaahir  aadam, ENT ,DEP08,H05,001-759-411-2366x92397,2023-05-15,
D00648,Dr. Laiq Booker,Orthopedics,DEP01,H01,848.782.2299x62151,2023-01-09,
D00649,Dr. Ihtishaam castillo, Oncology -,DEP07,H01,3907296611,2023-06-05,
D00650,dr. maria harding,Cardiology,DEP06,H01, 205-665-7091 ,2023-03-06,2024-01-25
D00651,Dr. Gwendolyn Radi_,ENT,DEP02,H04,+1-790-467-4741,2023-01-25,
D00652,Dr. Ry@n Singh,Oncology,DEP08,H02,001-249-252-8671,2023-04-15,
D00653,Dr. Jessic@ Ejl@@l,Oncology,DEP08,H01,277.566.8996x58409,2023-03-23,
D00654,Dr.  ZARAR  Conrad,Cardiology,DEP08,H02,"7429931256,",2023-03-11,2023-12-10
D00655,DR. KARIM JAABIR,Neurology,DEP10,H02,5762734253,2023-06-17,
D00656, Dr. William Peterson ,Oncology,DEP09,H04,001-913-997-4154x872,2023-05-25,2024-01-04
D00657,dr. christina mourib,Cardiology,DEP08,H02,+1-364-941-7839x5811,2023-02-17,2023-12-14
D00658,Dr. anthony Ubaidah,Orthopedics,DEP07,H02,(451)302-8793x66706,2023-06-20,2024-01-02
D00659,Dr. Gr@ce  BAKER,Neurology,DEP06,H02,001-460-402-5385x5398,2023-04-05,2024-01-13
D00660,Dr. michael  Downs .,Orthopedics,DEP03,H04,415.688.7022x682,2023-03-04,
D00661,Dr. Lutfi Aariz,Orthopedics,DEP06,H04,212.598.6430,2023-01-04,2023-09-23
D00662, Dr. Tahmaseb Darain ,pediatrics,DEP02,H05,371.556.2226,2023-04-18,
D00663,Dr.  aarif  Badr Udeen,pediatrics,DEP03,H04,001-512-925-1737x10919,2023-01-01,2023-11-21
D00664,Dr. A@sim saalim,Pediatrics,DEP10,H05, +1-539-698-7381 ,2023-04-25,
D00665,dr. awrad zaheer,Oncology,DEP03,H01,,2023-06-27,
D00666,DR. BASHAR WILKINSON,Pediatrics,DEP10,H01,5915575733,2023-03-22,
D00667, Dr. Rachel Ayaan ,Cardiology,DEP04,H04,9166992160,2023-05-20,2024-03-25
D00668, Dr. Saadat  Jones ,Neurology,DEP10,H03,761.915.8088,2023-03-16,2023-12-26
D00669,Dr. DABBAH Pennington,Neurology,DEP01,H01,590.467.3388,2023-01-19,
D00670,Dr. Man Hall,Orthopedics,DEP09,H04,519-613-5888x400,2023-05-16,2024-03-14
D00671,Dr. RAAGHIB Scott_,cardiology,DEP04,H01,,2023-05-03,
D00672,dr. tajudinn  ward,pediatrics,DEP05,H03,(852)435-2065x47296,2023-05-11,
D00673,Dr. Rafeek Bilaal, cardiology ,DEP09,H05,427.403.2904,2023-06-30,2024-03-27
D00674,Dr. Wahhaab Ub@y,Neurology,DEP10,H05,(721)897-3795x2972,2023-04-19,2024-03-14
D00675,Dr. Sierra  Olsen,Oncology,DEP01,H01,,2023-04-28,
D00676,"Dr. Scott Ayala,",Orthopedics,DEP05,H03, 2045306988 ,2023-04-12,2023-10-09
D00677,Dr. KAMAL Hall, neurology ,DEP08,H04,353-881-3680,2023-03-05,2023-11-18
D00678,dr. mahfuj morton,Pediatrics,DEP01,H04,386-382-5377x927,2023-02-20,2024-01-13
D00679,Dr. Attaf Floyd,0nc0l0gy,DEP05,H04,(327)681-2029,2023-03-14,
D00680,Dr. JOSHUA Thornton,ORTHOPEDICS,DEP01,H04,544-536-8488X6810,2023-01-22,
D00681,Dr. eric Singh,PEDIATRICS,DEP09,H01, 701-440-0970x8331 ,2023-04-21,
D00682, Dr. nicole Nadeem ,Neurology,DEP08,H05,001-328-271-6981x98451,2023-01-14,
D00683,dr.  umar  s@bur, Cardiology ,DEP05,H03, 612.580.7418 ,2023-02-16,
D00684,"dr. robert raaghib,",Pediatrics,DEP10,H03,(538)758-9136x26947,2023-02-11,2023-12-22
D00685,DR. JENNIFER ENGLISH,Pediatrics_,DEP03,H03,2144998443,2023-06-17,
D00686,"dr.  jennifer  jameel,",Pediatrics,DEP04,H04,979-353-1607,2023-01-28,2024-01-03
D00687,Dr. sabbir Zayyir, Pediatrics ,DEP05,H03,+1-535-811-9129x047,2023-03-09,2023-11-21
D00688,Dr. Omar pearson,Oncology,DEP05,H04,848.990.5271x192,2023-03-30,
D00689,Dr. YATHRIB Durham,Neurology,DEP10,H02,245.646.8452x862,2023-04-23,
D00690,Dr. Christopher WEBER,ENT,DEP05,H05,(690)782-1148,2023-04-25,2024-04-21
D00691,dr. todd aarif, ent ,DEP09,H03,001-442-252-3931x62197,2023-05-22,
D00692,Dr. April QABEEL,orthopedics,DEP09,H03,(694)757-4643x5711,2023-03-01,2024-01-17
D00693, DR. SCOTT  SANCHEZ _,Neurology,DEP07,H03,+1-514-432-8879_,2023-05-15,2024-03-16
D00694,Dr. Jared Beck_,Orthopedics,DEP05,H05,2934698459,2023-06-10,
D00695,Dr. awmar urrab,Oncology,DEP09,H01,001-344-884-1372x311,2023-01-27,2023-09-23
D00696,Dr. Talha Bowers,ENT,DEP05,H01,,2023-03-19,2023-11-05
D00697,dr.  amanda  saahir,ENT,DEP01,H05,001-866-849-1015X63252,2023-01-18,2023-11-16
D00698,Dr. yeraz Barr,pediatrics,DEP03,H04,(447)715-1055,2023-04-01,2023-11-25
D00699,Dr. Kaazim Ghanee,Neurology,DEP08,H02,,2023-02-05,
D00700,dr. jennifer_ talha,ENT,DEP10,H02,256.529.8768,2023-06-24,
D00701,Dr. Rhonda Baashir,Pediatrics,DEP03,H01,001-572-686-6933x04522,2023-02-12,2023-09-25
D00702,Dr. vahar Saad,Orth0pedics,DEP05,H02,(802)813-6174x665,2023-01-01,2023-11-04
D00703,DR. RABB OWAIS,Orthopedics,DEP08,H03,,2023-06-01,2024-01-22
D00704,Dr. Austin Babar,Pediatrics_,DEP04,H05,802.666.2343,2023-03-09,2023-12-02
D00705,"Dr. K@m@l, N@jeeb",Pediatrics-,DEP01,H05,+1-465-603-0705X15755,2023-06-01,
D00706,Dr. bruce @w@dil,Cardiology,DEP06,H04,218.828.1117x5839,2023-04-25,2024-01-09
D00707,dr. maroof_ chandler, Oncology ,DEP03,H04,(207)749-9647x2480,2023-01-14,2023-09-23
D00708,Dr. Said yaman,Orthopedics,DEP06,H05,+1-542-536-7299x590,2023-03-22,
D00709,Dr. Steven Johnson,Oncology,DEP04,H04,440-404-1212,2023-03-21,2023-11-11
D00710, Dr. Muhazzim. wahhaaj , Cardiology ,DEP06,H01, 001-368-995-8218x240 ,2023-03-10,2023-11-25
D00711,Dr. Francisco Mourib,Neurology,DEP05,H04,+1-722-450-3913x06978,2023-02-24,
D00712,Dr. Rebecca Rabbani,Neurology,DEP02,H05,+1-419-968-5219x464,2023-01-01,
D00713,Dr. yureed Young,ENT,DEP02,H03,(511)200-9145x8410,2023-05-27,2024-03-31
D00714,Dr. theresa Ghunayn,Orthopedics,DEP10,H02,8915696142,2023-03-25,
D00715,Dr. mourib  holland,ENT,DEP04,H04,001-739-665-5831,2023-02-15,2024-01-31
D00716,dr.  raashid  green,Neur0l0gy,DEP01,H03,(682)205-5325x375,2023-06-14,2023-12-19
D00717,Dr. Aaqil Sadeed,Orthopedics,DEP10,H03,+1-420-427-6858x23320,2023-02-04,2024-01-30
D00718,Dr. Sus@n Harris,Cardiology,DEP10,H05,,2023-06-20,
D00719,dr. nadhir aazim,Neurology,DEP10,H02,+1-732-332-0874,2023-06-04,2024-02-16
D00720,DR.  NAIM  HANSEN,Pediatrics,DEP10,H05,,2023-01-19,
D00721,Dr. Y@wer  Mad,ENT-,DEP04,H01,001-908-245-6673,2023-03-10,2023-11-08
D00722,dr. sadeed saburah,Pediatrics,DEP07,H02,686.492.6993,2023-04-11,
D00723,dr. qays case,Neurology,DEP05,H04,468-328-9269x598,2023-01-19,2023-08-15
D00724,dr. qu@dir souma-,C@rdi0l0gy,DEP05,H05,001-309-212-1635x0918,2023-01-08,2023-12-11
D00725,Dr. Miguel  Hayes,Oncology,DEP09,H01,974.951.3942x579,2023-05-17,2024-01-27
D00726,dr. kaleem roberts,Oncology,DEP07,H02,571-547-6610,2023-01-27,
D00727,Dr. CHERYL Barker,Cardiology,DEP08,H04,581.245.2995x11457,2023-03-19,2024-01-12
D00728, dr. joel  moore ,Neurology,DEP03,H01,+1-448-880-5211x688,2023-05-08,
D00729,Dr. Ruwaihim LIYAQAT,ENT,DEP07,H04,001-686-838-0775,2023-05-08,2024-03-26
D00730,dr. taahaa hill,Oncology,DEP03,H04,+1-815-816-3039x5403,2023-06-05,2024-03-31
D00731,Dr.  joseph  Raheel,orthopedics,DEP05,H03, +1-733-302-4599 ,2023-01-18,
D00732,dr. daniel thomas,ent,DEP01,H01,603-681-5927x6851,2023-06-25,
D00733,Dr. Aabid James,Pedi@trics,DEP10,H04,+1-371-637-5295,2023-01-09,2024-01-02
D00734,Dr. Lutfi Aamir,ENT,DEP02,H03,+1-288-447-1347x15729,2023-01-10,
D00735,dr. casey burke,ENT,DEP08,H02,001-306-432-6852x649,2023-03-14,2023-11-15
D00736,Dr. Sabir Ghauth,Cardiology,DEP01,H02,,2023-02-16,2023-11-24
D00737,Dr. Elizabeth howard,Pediatrics,DEP04,H01,001-548-530-1736x2818,2023-04-02,
D00738,"Dr. Z@ch@ry Aw@dil,",cardiology,DEP02,H02,322.919.1121x762,2023-01-02,2023-07-31
D00739,dr. charles alvarez,Neurology,DEP05,H01,001-254-357-3826x85708,2023-01-13,
D00740,dr. ghanem lee,Neurology,DEP04,H03,001-655-796-7968x37056,2023-03-07,2024-01-13
D00741,Dr. H@nn@h  phillips,Neurology,DEP05,H04,998.544.0342x952,2023-05-26,2024-01-06
D00742,Dr. Waahid Villanueva,Orthopedics,DEP04,H01,+1-446-476-6578x59695,2023-06-13,
D00743,Dr. umair taylor,Pediatrics,DEP06,H04,897.885.9282x4613,2023-02-27,
D00744,Dr. gh@z@w@n LUAY,Pediatrics,DEP04,H05,+1-420-634-8013x146,2023-04-08,2024-03-10
D00745,DR. ZAAKIR ZAHRUN,pediatrics,DEP02,H03,(493)513-0119,2023-06-09,
D00746,Dr. Kabeer Mahbeer,ENT,DEP07,H05,,2023-04-26,2024-01-24
D00747,Dr. Nathan Ayyubi,Neurology,DEP05,H01,,2023-03-21,2024-03-06
D00748,Dr. Ikrimah. Souma,oncology,DEP03,H04,(284)633-2967,2023-01-17,2023-11-01
D00749,dr. madiyan omar," Cardiology ,",DEP05,H02,223-593-8780x4900,2023-03-28,2023-10-03
D00750,dr. zafar  hughes,ENT,DEP07,H01,721.851.6396,2023-01-27,2023-09-03
D00751,Dr. mad  taylor,Pediatrics,DEP03,H01,+1-513-780-8483x56000,2023-06-24,2024-02-24
D00752,Dr. Beth_ tali_,PEDIATRICS,DEP10,H01,001-787-454-5756x5866,2023-05-15,
D00753,Dr. Javier livingst0n,Cardiology,DEP02,H04,+1-361-779-6054x846.,2023-06-21,2024-06-11
D00754,Dr. Zaweel Adams_,ONCOLOGY,DEP09,H01,273-559-3484x0229,2023-03-29,
D00755,dr. saabir s@bur, Oncology ,DEP06,H03,502-346-2485,2023-02-08,2024-02-05
D00756,Dr. WILLIAM Buraid, ENT ,DEP04,H03,+1-515-385-6120x650,2023-03-03,2023-09-05
D00757,dr.  james  talha,neurology,DEP10,H04,(890)483-4432,2023-04-11,2023-11-20
D00758,Dr. Zauqi Zafir,NEUROLOGY,DEP08,H01,304.838.7091,2023-01-28,2023-10-25
D00759,"Dr.  wadi  Zuwayhir,",neurology,DEP05,H01,(972)396-5807x36277,2023-05-25,
D00760,Dr. David  Zaahid,Neurology,DEP08,H01,518.826.1734,2023-02-26,
D00761,"Dr. Michelle, KIM-", Oncology ,DEP03,H04,212.929.1194x8330,2023-03-12,
D00762, Dr. Luis White ,Orthopedics,DEP08,H02,001-818-282-7456x419,2023-02-18,
D00763,Dr. gerald  Kelley,Pediatrics,DEP01,H05,+1-527-751-7051x2574,2023-01-07,
D00764,dr. ubayd rabar,Onc0l0gy,DEP04,H04,309-568-0696,2023-03-20,2024-01-30
D00765, Dr. tammy  Iftikhaar ,Orthopedics,DEP02,H05,(304)407-9732X376,2023-02-04,
D00766,Dr. Kurt Barr,Cardiology,DEP06,H03,7728427900,2023-03-17,2023-09-25
D00767,Dr. Laeeq White,Pediatrics,DEP02,H04,(748)304-8014x98949.,2023-06-07,2024-05-22
D00768,Dr. Brenda umair,Oncology,DEP02,H02, (599)793-4077 ,2023-04-20,2024-04-12
D00769, dr. yawar bray ,Cardiology,DEP04,H01,8172629420,2023-02-18,2024-02-14
D00770, Dr.  Nafees  OMAR -,Oncology,DEP09,H04,(777)672-4214,2023-06-06,2024-06-05
D00771,Dr. Waahid Chen,Neurology,DEP05,H03,(726)822-9696X034,2023-06-09,2024-05-24
D00772,Dr. STEPHANIE Zahrun,Orthopedics,DEP09,H02,579.295.2203X5229,2023-04-11,2024-02-01
D00773,dr. jason harris, Pediatrics ,DEP06,H05,+1-299-600-7532x6048,2023-03-26,
D00774,dr. riley robinson-,cardiology,DEP01,H02,(215)728-8021,2023-01-15,2023-08-02
D00775,Dr. Barr raid,Oncology,DEP10,H04,994.688.2695,2023-05-25,2024-04-26
D00776,Dr. jennifer Ingram,Orthopedics,DEP06,H03,(859)390-6811x8850,2023-03-05,2023-12-14
D00777,Dr. Chloe ali, ONCOLOGY ,DEP10,H03,541-917-2059x9707,2023-05-19,2024-01-26
D00778,Dr. Raamis Perez,Cardiology,DEP01,H01,,2023-02-06,
D00779,DR. ASHLEY YAHYAA,cardiology,DEP03,H05,(888)802-2504x0104_,2023-01-09,2023-10-23
D00780,Dr. Zaeem Maroof,ENT,DEP05,H04,618-228-9413x4534,2023-05-19,
D00781,Dr. David Morgan,c@rdi0l0gy,DEP02,H04,676-940-6331,2023-03-28,
D00782,dr.  rabee  bartlett,Neurology,DEP07,H04,8549812343,2023-02-11,
D00783, DR. JAMEEL UBAADAH ,Cardiology,DEP05,H01,,2023-06-25,
D00784,Dr. Najam Sabeeh,Cardiology,DEP10,H02,(711)562-9476,2023-04-20,2024-03-23
D00785,Dr. JASON. Badr Udeen,pediatrics,DEP05,H03,+1-436-325-7255x817,2023-06-03,
D00786,Dr. D@rren Gray,ENT,DEP04,H04,778.246.0461,2023-03-19,2023-12-27
D00787,Dr. Joseph Anderson,Oncology,DEP03,H03,748.600.1078x85099.,2023-01-12,2023-08-17
D00788,Dr.  James  kaamil,Orthopedics,DEP02,H03,(268)424-4463x86856,2023-06-30,2024-03-20
D00789,Dr.  Baasim   Maroof,PEDIATRICS,DEP04,H03,(952)270-8446x5696,2023-03-04,
D00790,Dr. Taaj Jones,Neurology,DEP01,H02,612-922-4353,2023-02-17,
D00791,Dr. Claudia Freem@n,Cardiology,DEP01,H03, 773.215.8529 ,2023-02-25,2023-11-06
D00792,DR. QAADIR  WADOOD, ONCOLOGY ,DEP07,H04,+1-959-336-5249x556,2023-03-18,2024-02-24
D00793,Dr. Zayyir Young,neurology,DEP05,H02,8797350748,2023-06-12,2024-03-02
D00794,Dr. Waheed Bashaar,oncology,DEP03,H02,(791)643-4526x29079,2023-03-04,
D00795,Dr. Raees Tajammul,Pediatrics,DEP06,H01,975.944.7312X26656,2023-01-05,2023-10-01
D00796,Dr. Aalim Mcintyre,Cardiology,DEP04,H02,,2023-03-30,
D00797,Dr. ibraaheem Nelson,CARDIOLOGY,DEP05,H03,7295609939,2023-06-05,
D00798,Dr. talhah  sutton,cardiology,DEP08,H04,808-738-2804x919,2023-03-18,2023-11-23
D00799,dr. k@therine  ubaydullah,Orthopedics,DEP06,H01,410.912.6055,2023-01-19,2023-08-14
D00800,Dr.  Omeir  Morales_,Neurology,DEP01,H03,499.942.2249x23227,2023-04-11,
